id,label,given_label_prob,text
11668,0,0.0019613513613836453,this is a great movie. I love the series on tv and so I loved the movie. One of the best things in the movie is that Helga finally admits her deepest darkest secret to Arnold!!! that was great. i loved it it was pretty funny too. It's a great movie! Doy!!!
22259,1,0.002621480694789845,"This flick is sterling example of the state of erotic B-movies: bad porn movies without the hardcore sex. The plot in this one isn't so bad as these things go; it involves a female lawyer trying to prove her lover is innocent of killing his wife. The rest of the movie, however, leaves something to be desired. Bad acting, bad direction, bad looking woman, bad sets, bad cinematography, bad sound and bad sex scenes. The filmmakers should learn the difference between raunchy and erotic. They don't even have the common sense to have Gabriella Hall naked or in a love scene. How dumb is that?"
22257,1,0.00418922731316241,"This low-budget erotic thriller that has some good points, but a lot more bad one. The plot revolves around a female lawyer trying to clear her lover who is accused of murdering his wife. Being a soft-core film, that entails her going undercover at a strip club and having sex with possible suspects. As plots go for this type of genre, not to bad. The script is okay, and the story makes enough sense for someone up at 2 AM watching this not to notice too many plot holes. But everything else in the film seems cheap. The lead actors aren't that bad, but pretty much all the supporting ones are unbelievably bad (one girl seems like she is drunk and/or high). The cinematography is badly lit, with everything looking grainy and ugly. The sound is so terrible that you can barely hear what people are saying. The worst thing in this movie is the reason you're watching it-the sex. The reason people watch these things is for hot sex scenes featuring really hot girls in Red Shoe Diary situations. The sex scenes aren't hot they're sleazy, shot in that porno style where everything is just a master shot of two people going at it. The woman also look like they are refuges from a porn shoot. I'm not trying to be rude or mean here, but they all have that breast implants and a burned out/weathered look. Even the title, ""Deviant Obsession"", sounds like a Hardcore flick. Not that I don't have anything against porn - in fact I love it. But I want my soft-core and my hard-core separate. What ever happened to actresses like Shannon Tweed, Jacqueline Lovell, Shannon Whirry and Kim Dawson? Women that could act and who would totally arouse you? And what happened to B erotic thrillers like Body Chemistry, Nighteyes and even Stripped to Kill. Sure, none of these where masterpieces, but at least they felt like movies. Plus, they were pushing the envelope, going beyond Hollywood's relatively prude stance on sex, sexual obsessions and perversions. Now they just make hard-core films without the hard-core sex."
16634,1,0.006882200213593688,"This movie has everything that makes a bad movie worth watching - sloppy editing, little to no continuity, insane dialog, bad (you might even say non-existent) acting, pointless story lines, shots that go on FAR too long...and it's perfect for MST3K-style riffing, not to mention the ""Corpse Eaters Drinking Game"": Scribble on forms...take a shot - Sign your name...take a shot - Catch a bad Foley edit...take many, many shots. The only reason I didn't rate it higher than 8 is because there's not enough gratuitous nudity and because despite its insane badness, it's only an hour long - hell, a movie like this should have been at least 20-30 minutes longer!"
23255,1,0.015432671813709302,"I was really excited about seeing this film. I thought finally Australia had made a good film.. but I was wrong. This was the most pathetic attempt at a slasher film ever. I feel sorry for Molly Ringwald having to come all the way to Australia to make an awful movie. The acting was terrible (especially that Australian guy who was trying to speak in an American accent), and the plot was also pretty bad. When I first heard about this film coming out, I thought that the title was pathetic (because it sounds like the cheesy film ""Stab"" in Scream 2), but I was willing to let it slide if it was a good movie. WARNING!!! MAJOR SPOILERS!!! Probably the worst thing about the film was the ending. I was expecting a big surprise about who the killer was.. but the killer wasn't even human.. which turned this realistic slasher film into an awful horror movie. Don't see this film.. you'll probably be disappointed!"
31245,0,0.016588267988785543,"Mickey Rourke hunts Diane Lane in Elmore Leonard's Killshot It is not like Mickey Rourke ever really disappeared. He has had a steady string of appearances before he burst back on the scene. He was memorable in: Domino, Sin City, Man on Fire, Once Upon a Time in Mexico, and Get Carter. But in his powerful dramatic performance in The Wrestler (2008), we see a full blown presentation of the character only hinted at in Get Carter. Whenever we get to know him, Rourke remains a cool, but sleazy, muscle bound slim ball. This is an Elmore Leonard story, and production. Leonard wrote such notable movies as taunt western thriller 3:10 to Yuma, Be Cool, Jackie Brown, Get Shorty, 52 Pick-Up, and Joe Kidd. This means that we get tough guys, some good, some not so good. It also means we get tight, realistic plots with characters doing what is best for them in each situation, weaving complications into violent conclusions. Killshot is no different. Tough, slim ball killer Rourke stalks unhappily married witness Lane. Think History of Violence meets No Country for Old Men. It is not as intense, bloody or gory as those two, but it is almost as good. If you like those two, including David Croneberg's equally wonderful Eastern Promises, you will like Killshot also. Director John Madden has not done a lot of movies. His last few were enjoyable, if not successful: Proof, Captain Corelli's Mandolin and Shakespeare in Love. Diana Lane hasn't had a powerful movie role since she and Richard Gere gave incredible performances in Unfaithful. Lately she is charming and appealing in romantic stories such as Nights in Rodanthe, Must Love Dogs, and Under the Tuscan Sun. Here she is right on mark, balancing her sexy appeal with reserved tension. This is a small part for Rosario Dawson. Yet Dawson does a good job with it. You see a lot more of Lane, including an underwear scene to rival Sigourney Weaver in Aliens and Nicole Kidman in Eyes Wide Shut. While you are in the crime drama section, also pick up Kiss, Kiss, Bang, Bang, and Gone Baby Gone, and Before the Devil Knows Your Dead. The last has wonderful performances by Phillip Seymour Hoffman, Ethan Hawke, Marisa Tomei and Albert Finney. Killshot flopped at the box office. More is our luck. It is certainly worth a 3-4 dollar rental, if you like this genre. 6/20/2009"
42365,1,0.02373013628088663,"""Comanche Moon"" had everything going for it. For starters, Simon Wincer's back, a man who's name is synonymous with high-quality TV westerns. Unfortunately, the problems with ""Moon"" are something even the most talented director couldn't solve: A poor script based on a lackluster novel. Forget historical accuracies -- as any reader of the novels can tell you, the biggest travesty in ""Moon"" is that it's not even consistent with information from the original ""Lonesome Dove"" masterpiece. So many wonderful, rich moments in the miniseries and, to an even greater degree, the book, are completely missing in ""Moon."" Considering the fact that most viewers of ""Moon"" are probably coming with at least some sort of ""Dove"" background, the lack of character-driven and emotional backstory is downright painful. That said, ""Moon"" is one instance where the adapted version could and should have been altered to make it more suitable for the screen. For example, the novel ""Moon"" focuses largely on the Comanches themselves. To its credit, the miniseries tries to service the Comanches, but in the end it gives them just enough that the viewer just gets a sense they're missing out on some important part of the story. Similarly, Val Kilmer's Scull loses out here too -- the role should have either been expanded so Kilmer (and Rachel Griffiths, for that matter) actually had something to do, or the roles should have just been reduced to smaller, supporting parts. Instead, Kilmer gets top billing for a character that just leaves you scratching your head after his appearance in the completely bizarre final act. There's strange moments throughout the film that just make no sense to those who haven't read the book (a killer parrot? what?) -- further, there isn't a single scene that shows us that Call and McCrae are anything near the amazing Texas rangers they claim to be. Not a single one of their expeditions in Moon (or ""Dead Man's Walk,"" for that matter) ends successfully, and Call and McCrae just seem to blunder their way through one pointless mission after another. Frankly, Larry McMurtry should never have been given the job of writing the script, and only did so because of the praise surrounding that other cowboy movie, Brokeback Mountain. McMurtry can write good novels (although there's some dissension over the consistency of that statement), but he's never exactly established himself as a scriptwriter. This production would have benefited from not only bringing back director Wincer, but original screenwriter Bill Wittcliff to adapt the novel to screen. Witcliff doesn't exactly have a mountainload of material to his screen writing credit, but no one can deny he did a fantastic job at whittling down the original ""Lonesome Dove."" With all this said, ""Comanche Moon"" is almost a brilliant production, aided by a terrific cast that unfortunately just aren't given enough to do. Steve Zahn's portrayal of Gus McCrae -- or rather, his portrayal of Robert Duvall as Gus McCrae -- is dead-on. And while some have criticized Karl Urban as Woodrow Call, saying his performance doesn't imitate the quiet, stoic Woodrow of the original movie, all I can say is: blame McMurtry, because McMurtry is the one who -- both in the ""Moon"" novel and now the miniseries -- turned Woodrow from socially inept, awkward, but natural leader, into some emotionless character whose lines are just dull and whose character motivations are only clear if you've seen them portrayed far more adequately in the ""sequel"". Still, it's the cast that sparkles in ""Moon,"" to the degree that I left the miniseries with that same feeling of melancholy I felt watching the original ""Lonesome Dove"" -- this time because I realized it's probably the last time we'll see these characters appear on screen for a long, long time to come -- and quite honestly, this cast could have done so well in a well-nurtured, full-blown network TV series. All in all, aside from wasted opportunities with the cast, the biggest travesty is that the original Lonesome Dove novel contained so much rich backstory for the characters that would have been fascinating, utterly fascinating, to see translated on screen. Unfortunately, all that has been tossed aside in favor of McMurtry's tedious, inconsistent and ultimately irrelevant, prequel."
17596,1,0.02391988389015523,"Hardly a masterpiece. Not so well written. Beautiful cinematography i think not. This movie wasn't too terrible but it wasn't that much better than average. The main story dealing with highly immoral teens should have focused more on the forbidden romance and why this was... should have really gotten into it instead of scraping the surface with basically ""because mom says we can't."" Some parts should have been dropped altogether or reworked to have more importance to the plight of the two main characters. Couple times i was wondering if the writer/director was a fan of George Lucas' classic American Graffiti. Not that it's wrong to be a fan of that movie but to make your movie at times look like that, i mean come on! Worst part of this was that Madchen Amick had such a small part, i mean double come on!! She was the only one, in one or two lines, who actually tried a southern accent. (Take a good listen, it was there even though her character was from California! DOH!!) Maybe if she was the star others could have followed and we would have had a more authentically sounding movie. Oh well, what can ya do when you have a director who's just a director and not an artist, also. Too bad. Overall i give this a B- and that's being a little generous 'cause i'm partial to Ms. Amick."
19919,1,0.024273323514281343,"Like the gentle giants that make up the latter half of this film's title, Michael Oblowitz's latest production has grace, but it's also slow and ponderous. The producer's last outing, ""Mosquitoman-3D"" had the same problem. It's hard to imagine a boring shark movie, but they somehow managed it. The only draw for Hammerhead: Shark Frenzy was it's passable animatronix, which is always fun when dealing with wondrous worlds beneath the ocean's surface. But even that was only passable. Poor focus in some scenes made the production seems amateurish. With Dolphins and Whales, the technology is all but wasted. Cloudy scenes and too many close-ups of the film's giant subjects do nothing to take advantage of IMAX's stunning 3D capabilities. There are far too few scenes of any depth or variety. Close-ups of these awesome creatures just look flat and there is often only one creature in the cameras field, so there is no contrast of depth. Michael Oblowitz is trying to follow in his father's footsteps, but when you've got Shark-Week on cable, his introspective and dull treatment of his subjects is a constant disappointment."
24082,1,0.024983908655102034,"This movie is stuffed full of stock Horror movie goodies: chained lunatics, pre-meditated murder, a mad (vaguely lesbian) female scientist with an even madder father who wears a mask because of his horrible disfigurement, poisoning, spooky castles, werewolves (male and female), adultery, slain lovers, Tibetan mystics, the half-man/half-plant victim of some unnamed experiment, grave robbing, mind control, walled up bodies, a car crash on a lonely road, electrocution, knights in armour - the lot, all topped off with an incredibly awful score and some of the worst Foley work ever done. The script is incomprehensible (even by badly dubbed Spanish Horror movie standards) and some of the editing is just bizarre. In one scene where the lead female evil scientist goes to visit our heroine in her bedroom for one of the badly dubbed: ""That is fantastical. I do not understand. Explain to me again how this is..."" exposition scenes that litter this movie, there is a sudden hand held cutaway of the girl's thighs as she gets out of bed for no apparent reason at all other than to cover a cut in the bad scientist's ""Mwahaha! All your werewolfs belong mine!"" speech. Though why they went to the bother I don't know because there are plenty of other jarring jump cuts all over the place - even allowing for the atrocious pan and scan of the print I saw. The Director was, according to one interview with the star, drunk for most of the shoot and the film looks like it. It is an incoherent mess. It's made even more incoherent by the inclusion of werewolf rampage footage from a different film The Mark of the Wolf Man (made 4 years earlier, featuring the same actor but playing the part with more aggression and with a different shirt and make up - IS there a word in Spanish for ""Continuity""?) and more padding of another actor in the wolfman get-up ambling about in long shot. The music is incredibly bad varying almost at random from full orchestral creepy house music, to bosannova, to the longest piano and gong duet ever recorded. (Thinking about it, it might not have been a duet. It might have been a solo. The piano part was so simple it could have been picked out with one hand while the player whacked away at the gong with the other.) This is one of the most bewilderedly trance-state inducing bad movies of the year so far for me. Enjoy. Favourite line: ""Ilona! This madness and perversity will turn against you!"" How true. Favourite shot: The lover, discovering his girlfriend slain, dropping the candle in a cartoon-like demonstration of surprise. Rank amateur directing there."
